Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Distance,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
531,HYUNDAI,Accent,9,Sedan,Yes,Diesel,1.6,169486.0,4,Automatic,Front,04,Left wheel,Grey,4,12720
0,OPEL,Vectra,18,Sedan,Yes,Diesel,3.0,199000.0,6,Tiptronic,Front,04,Left wheel,Grey,16,8781
831,SSANGYONG,Actyon,4,Jeep,Yes,Diesel,1.6,29308.0,4,Automatic,Front,04,Left wheel,White,4,42692
765,HYUNDAI,Sonata,6,Sedan,Yes,LPG,2.0,374013.0,4,Automatic,Front,04,Left wheel,Orange,4,9252
528,HYUNDAI,Elantra,7,Sedan,Yes,Diesel,1.6,133480.0,4,Automatic,Front,04,Left wheel,White,4,24709
781,TOYOTA,Camry,9,Sedan,Yes,Hybrid,2.5,228717.0,4,Automatic,Front,04,Left wheel,Grey,12,2430
1058,TOYOTA,Highlander,9,Jeep,Yes,Petrol,3.5,285186.0,6,Automatic,Front,04,Left wheel,Grey,12,9565
0,MERCEDES-BENZ,ML 500,16,Jeep,Yes,LPG,5.0,168520.0,8,Tiptronic,4x4,04,Left wheel,Brown,12,16308
1017,HYUNDAI,Sonata,4,Sedan,Yes,Petrol,2.0,87810.0,4,Automatic,Front,04,Left wheel,Brown,4,45044
891,HYUNDAI,Sonata,5,Sedan,Yes,LPG,2.0,514781.0,4,Automatic,Front,04,Left wheel,Orange,4,10036
0,BMW,X5 X-Drive,14,Jeep,Yes,Petrol,4.8,248000.0,8,Tiptronic,4x4,04,Left wheel,Black,0,32929
640,FORD,Fusion,8,Sedan,Yes,Hybrid,2.0,126000.0,4,Variator,Front,04,Left wheel,Grey,4,28225
0,HYUNDAI,Getz,15,Hatchback,No,Petrol,1.4,0.0,4,Automatic,Front,04,Left wheel,Silver,8,8467
642,SSANGYONG,Korando,9,Jeep,Yes,Diesel,2.0,142014.0,4,Automatic,Front,04,Left wheel,Silver,4,15850
1850,MERCEDES-BENZ,E 350,13,Sedan,Yes,Diesel,3.5,494317.0,6,Automatic,4x4,04,Left wheel,Black,12,4547
0,BMW,325,20,Coupe,No,Petrol,2.5,160000.0,6,Tiptronic,Rear,02,Left wheel,Silver,0,5018
1091,CHEVROLET,Impala,5,Sedan,Yes,Petrol,2.5,62230.0,4,Automatic,Front,04,Left wheel,Black,4,53540
753,HYUNDAI,Sonata,9,Sedan,Yes,Hybrid,2.4,116000.0,4,Automatic,Front,04,Left wheel,White,8,11917
934,MAZDA,1000,6,Sedan,Yes,Petrol,2.5,142800.0,4,Automatic,Front,04,Left wheel,Grey,12,1176
1267,TOYOTA,Aqua,8,Hatchback,No,Hybrid,1.5,109000.0,4,Automatic,Front,04,Right-hand drive,Silver,2,8938
583,HYUNDAI,Elantra,10,Sedan,Yes,Petrol,1.6,106616.0,4,Automatic,Front,04,Left wheel,Black,4,20005
0,AUDI,A4,11,Sedan,Yes,Petrol,2.0,192000.0,4,Manual,4x4,04,Left wheel,Black,10,15681
0,FORD,Transit,23,Goods wagon,No,Diesel,2.5,1000.0,1,Manual,Rear,04,Left wheel,White,1,7840
1111,HONDA,FIT,9,Hatchback,No,Petrol,1.3,100000.0,4,Automatic,Front,04,Right-hand drive,White,4,7300
843,TOYOTA,Prius,13,Hatchback,No,Hybrid,1.5,200000.0,4,Automatic,Front,04,Left wheel,Grey,8,8154
0,FIAT,500C,7,Hatchback,Yes,Diesel,1.4,20000.0,4,Manual,Front,02,Left wheel,Black,12,25089
1624,MERCEDES-BENZ,E 350,12,Sedan,Yes,Diesel,3.5,109139.0,6,Automatic,Rear,04,Left wheel,Black,12,3450
1327,MAZDA,616,3,Jeep,Yes,Petrol,2.5,67066.0,4,Automatic,Front,04,Left wheel,White,12,3136
639,SUBARU,XV,7,Sedan,Yes,Petrol,2.0,142211.0,4,Automatic,4x4,04,Left wheel,Black,0,10506
1438,OPEL,Combo,18,Goods wagon,No,Diesel,1.7,16500.0,4,Manual,Front,04,Left wheel,Red,2,9095
831,HYUNDAI,Sonata,10,Sedan,No,Petrol,2.4,149000.0,4,Tiptronic,Front,04,Left wheel,Blue,10,10976
988,TOYOTA,Prius,14,Hatchback,No,Hybrid,1.5,150000.0,4,Automatic,Front,04,Left wheel,Silver,9,9095
761,TOYOTA,Prius,11,Jeep,Yes,Hybrid,1.8,408997.0,4,Automatic,Front,04,Left wheel,White,12,470
1053,MERCEDES-BENZ,E 350,7,Sedan,Yes,Diesel,3.5,29675.0,6,Automatic,4x4,04,Left wheel,Black,12,392
749,HYUNDAI,Sonata,7,Sedan,Yes,Petrol,2.4,274981.0,4,Automatic,Front,04,Left wheel,Grey,12,157
639,HYUNDAI,Sonata,7,Sedan,Yes,LPG,2.0,531500.0,4,Automatic,Front,04,Left wheel,Orange,4,6429
1850,MERCEDES-BENZ,CLS 350 AMG,13,Coupe,Yes,Petrol,3.5,77300.0,6,Tiptronic,Rear,04,Left wheel,Black,12,28225
834,TOYOTA,Venza,8,Jeep,Yes,Petrol,2.7,177894.0,4,Automatic,4x4,04,Left wheel,Silver,12,941
779,TOYOTA,Camry,8,Sedan,Yes,Petrol,2.5,47000.0,4,Automatic,Front,04,Left wheel,White,8,22580
0,MERCEDES-BENZ,R 320,14,Minivan,Yes,Diesel,3.0,180000.0,6,Tiptronic,4x4,04,Left wheel,White,10,26657
642,DODGE,Caliber,9,Hatchback,No,Petrol,2.0,133000.0,4,Automatic,Front,04,Left wheel,Grey,8,9408
0,NISSAN,Tiida,16,Hatchback,No,Petrol,1.5,111111.0,4,Automatic,4x4,04,Right-hand drive,Golden,6,8467
531,HYUNDAI,Elantra,9,Sedan,Yes,Petrol,1.6,149935.0,4,Automatic,Front,04,Left wheel,Black,4,14454
970,JEEP,Cherokee,7,Jeep,Yes,Petrol,3.2,171734.0,6,Automatic,Front,04,Left wheel,White,12,392
751,HYUNDAI,Sonata,8,Sedan,Yes,Petrol,2.4,111930.0,4,Automatic,Front,04,Left wheel,Silver,12,4077
919,LAND ROVER,Land Rover Sport,9,Jeep,Yes,Diesel,3.0,110000.0,6,Tiptronic,4x4,04,Left wheel,Black,12,65858
0,MERCEDES-BENZ,CLK 320,21,Sedan,Yes,CNG,3.2,1000.0,6,Automatic,Rear,02,Left wheel,Beige,0,9408
607,TOYOTA,Camry,2,Sedan,Yes,Hybrid,2.5,9626.0,4,Automatic,Front,04,Left wheel,Black,12,3450
687,HYUNDAI,Elantra,11,Sedan,Yes,Petrol,1.6,80861.0,4,Automatic,Front,04,Left wheel,Silver,4,15423
836,DODGE,Caliber,11,Jeep,No,Petrol,2.0,90000.0,4,Automatic,Front,04,Left wheel,Yellow,12,10349
586,HYUNDAI,Elantra,9,Sedan,Yes,Petrol,1.8,236800.0,4,Automatic,Front,04,Left wheel,Black,6,15681
562,CHEVROLET,Cruze,6,Jeep,No,Petrol,1.4,144000.0,4,Automatic,Front,04,Left wheel,Brown,0,16308
1811,LEXUS,GX 470,11,Jeep,Yes,Petrol,4.6,357246.0,8,Automatic,4x4,04,Left wheel,Grey,0,16308
1363,LEXUS,GX 460,9,Jeep,Yes,Petrol,4.6,255406.0,8,Automatic,4x4,04,Left wheel,Black,0,54568
0,VOLKSWAGEN,CC,8,Sedan,Yes,Petrol,3.6,101000.0,8,Automatic,Front,04,Left wheel,Grey,8,27598
640,CHEVROLET,Orlando,8,Jeep,Yes,Diesel,2.0,151522.0,4,Automatic,Front,04,Left wheel,Silver,4,20814
1017,MERCEDES-BENZ,E 300,4,Sedan,Yes,Petrol,2.0,26802.0,4,Automatic,Rear,04,Left wheel,Black,12,314
891,HYUNDAI,Sonata,5,Sedan,Yes,LPG,2.0,195432.0,4,Automatic,Front,04,Left wheel,Silver,4,15681
640,FORD,Fusion,8,Sedan,Yes,Hybrid,2.0,294016.0,4,Automatic,Front,04,Left wheel,White,12,941
0,BMW,320,18,Sedan,No,Petrol,2.2,135000.0,6,Manual,Rear,04,Right-hand drive,Silver,6,8467
0,HONDA,Cr-v,22,Jeep,No,Petrol,2.0,145785.0,4,Manual,4x4,04,Left wheel,Blue,2,9722
1399,MERCEDES-BENZ,E 350,11,Sedan,Yes,Diesel,3.5,205968.0,6,Automatic,4x4,04,Left wheel,White,12,706
0,NISSAN,Altima,16,Sedan,No,Petrol,2.5,53000.0,4,Tiptronic,Front,04,Left wheel,Black,8,8781
0,SUZUKI,XL7,20,Jeep,No,Petrol,2.7,0.0,6,Automatic,4x4,04,Left wheel,Silver,4,5959
586,TOYOTA,Prius,9,Sedan,No,Hybrid,1.8,180000.0,4,Variator,Front,04,Left wheel,Grey,12,16308
765,HYUNDAI,Santa FE,6,Jeep,Yes,Diesel,2.0,115459.0,4,Automatic,Front,04,Left wheel,Blue,4,45436
531,NISSAN,Juke,9,Jeep,Yes,Petrol,1.6,167405.0,4,Automatic,4x4,04,Left wheel,Black,0,8781
836,HYUNDAI,Genesis,11,Coupe,Yes,Petrol,2.0,115363.0,4,Automatic,Front,04,Left wheel,Red,4,15285
1017,MERCEDES-BENZ,E 300,4,Sedan,Yes,Petrol,2.0,26802.0,4,Automatic,Rear,04,Left wheel,Black,12,314
0,FORD,Transit,23,Microbus,No,Diesel,2.5,2222222.0,4,Manual,Rear,04,Left wheel,White,2,9408
0,MERCEDES-BENZ,Vito,17,Minivan,Yes,Diesel,2.2,250000.0,4,Manual,Rear,04,Left wheel,Black,4,26343
0,MERCEDES-BENZ,Sprinter,13,Microbus,No,Diesel,2.2,234000.0,4,Manual,Rear,04,Left wheel,White,2,37633
639,SSANGYONG,REXTON,7,Jeep,Yes,Diesel,2.0,117527.0,4,Automatic,Front,04,Left wheel,Silver,4,32935
777,HYUNDAI,H1,7,Minivan,Yes,Diesel,2.5,273500.0,4,Automatic,Front,04,Left wheel,Black,4,25763
0,HYUNDAI,Elantra,9,Sedan,No,Petrol,1.8,186560.0,4,Tiptronic,Front,04,Left wheel,Grey,6,19429
0,NISSAN,X-Trail,18,Jeep,No,Petrol,2.0,184000.0,4,Automatic,4x4,04,Right-hand drive,Silver,2,9408
639,HYUNDAI,Sonata,7,Sedan,Yes,LPG,2.0,347600.0,4,Automatic,Front,04,Left wheel,Silver,4,10036
441,HYUNDAI,Sonata,6,Sedan,Yes,Hybrid,2.4,135730.0,4,Automatic,Front,04,Left wheel,Silver,0,470
530,NISSAN,Juke,8,Jeep,Yes,Petrol,1.6,0.0,4,Automatic,Front,04,Left wheel,Red,12,7213
0,FORD,Edge,10,Jeep,No,Petrol,3.5,281000.0,6,Automatic,Front,04,Left wheel,Silver,6,25089
639,HYUNDAI,Sonata,7,Sedan,Yes,LPG,2.0,564538.0,4,Automatic,Front,04,Left wheel,White,4,10349
1055,TOYOTA,Highlander,8,Jeep,Yes,Petrol,3.5,115200.0,6,Tiptronic,4x4,04,Left wheel,Black,8,39201
0,FORD,Fusion,4,Sedan,Yes,Plug-in Hybrid,2.0,204200.0,4,Automatic,Front,04,Left wheel,White,10,31361
0,HYUNDAI,Elantra,7,Coupe,Yes,Petrol,2.0,100000.0,4,Automatic,Front,02,Left wheel,Black,12,18000
707,KIA,Optima,10,Sedan,Yes,Petrol,2.0,48656.0,4,Automatic,Front,04,Left wheel,White,4,12074
707,HYUNDAI,Sonata,10,Sedan,Yes,Petrol,2.0,91678.0,4,Automatic,Front,04,Left wheel,Grey,4,13495
650,CHEVROLET,Cruze,5,Sedan,No,Petrol,1.4,0.0,4,Automatic,Front,04,Left wheel,Blue,6,18189
1202,JEEP,Compass,4,Jeep,No,Petrol,2.4,38000.0,4,Tiptronic,4x4,04,Left wheel,Sky blue,6,36065
639,CHEVROLET,Malibu,7,Sedan,Yes,Petrol,2.0,145783.0,4,Automatic,Front,04,Left wheel,Black,4,19933
749,HYUNDAI,Santa FE,7,Jeep,Yes,Petrol,2.4,127200.0,4,Automatic,4x4,04,Left wheel,Black,8,34497
363,CHEVROLET,Spark,7,Hatchback,Yes,Petrol,1.0,169617.0,4,Automatic,Front,04,Left wheel,Black,4,8097
0,VOLKSWAGEN,Golf,10,Hatchback,No,Diesel,2.0,13120.0,4,Automatic,Front,04,Left wheel,Silver,8,18817
1079,TOYOTA,RAV 4,3,Jeep,No,Petrol,2.0,25000.0,4,Tiptronic,4x4,04,Left wheel,White,12,160
0,HONDA,Stream,18,Minivan,No,Petrol,2.0,180000.0,6,Tiptronic,Front,>5,Right-hand drive,Black,3,7997
0,MERCEDES-BENZ,C 200,17,Sedan,No,Petrol,1.8,96000.0,4,Tiptronic,Rear,04,Right-hand drive,Silver,8,10349
836,HYUNDAI,Sonata,11,Sedan,Yes,Petrol,2.0,211075.0,4,Automatic,Front,04,Left wheel,White,4,16894
1228,OPEL,Astra,14,Universal,No,Diesel,1.9,2000.0,4,Manual,Front,04,Left wheel,Black,10,8781
1113,ACURA,MDX,9,Jeep,Yes,Petrol,3.7,124978.0,6,Automatic,4x4,04,Left wheel,Black,12,11760
749,BUICK,Century,7,Sedan,Yes,Petrol,2.4,49384.0,4,Automatic,Front,04,Left wheel,Red,12,6743
1172,MERCEDES-BENZ,E 350,10,Sedan,Yes,Diesel,3.5,248525.0,6,Automatic,4x4,04,Left wheel,Black,12,18189
1195,FORD,Transit,13,Microbus,No,Diesel,2.2,150000.0,4,Manual,Front,04,Left wheel,White,4,11917
831,HONDA,Civic,3,Sedan,Yes,Petrol,1.5,13048.0,4,Automatic,Front,04,Left wheel,Grey,4,54850
781,TOYOTA,Camry,9,Sedan,No,Petrol,2.5,84000.0,4,Tiptronic,Front,04,Left wheel,Silver,12,20071
0,AUDI,A4,22,Sedan,Yes,Petrol,1.9,193243.0,4,Manual,Front,04,Left wheel,Silver,6,6899
1405,BMW,X5,12,Jeep,Yes,Diesel,3.0,229854.0,6,Automatic,4x4,04,Left wheel,Green,0,1803
0,NISSAN,Patrol,29,Jeep,No,Diesel,4.2,1000.0,6,Manual,4x4,04,Left wheel,Silver,0,6272
1077,HYUNDAI,Santa FE,2,Jeep,Yes,Diesel,2.0,10120.0,4,Automatic,Front,04,Left wheel,Grey,4,67981
1211,MERCEDES-BENZ,ML 350,11,Jeep,Yes,Diesel,3.0,224000.0,6,Automatic,4x4,04,Left wheel,Black,8,32929
0,VOLKSWAGEN,Golf,23,Hatchback,Yes,Petrol,2.0,132085.0,4,Automatic,Front,04,Left wheel,Black,4,9408
0,FORD,KA,22,Coupe,No,Petrol,1.3,13222.0,4,Manual,Front,02,Left wheel,Sky blue,3,1000
640,CHEVROLET,Malibu,8,Sedan,Yes,Petrol,2.0,101124.0,4,Automatic,Front,04,Left wheel,White,4,21103
640,AUDI,A4,8,Sedan,Yes,Petrol,2.0,144000.0,4,Automatic,Front,04,Left wheel,White,12,27284
2225,LEXUS,GX 460,4,Jeep,Yes,Petrol,4.6,0.0,8,Automatic,4x4,04,Left wheel,White,0,110
781,TOYOTA,Camry,9,Sedan,Yes,Hybrid,2.5,156518.0,4,Automatic,Front,04,Left wheel,White,12,3607
880,HYUNDAI,Elantra,3,Sedan,Yes,LPG,1.6,47181.0,4,Automatic,Front,04,Left wheel,Silver,4,36137
640,HYUNDAI,Sonata,8,Sedan,Yes,Petrol,2.0,211214.0,4,Automatic,Front,04,Left wheel,White,12,862
0,NISSAN,Note,16,Sedan,No,Petrol,1.5,174000.0,4,Automatic,Front,04,Right-hand drive,Silver,4,6900
900,HONDA,Civic,6,Sedan,Yes,Petrol,2.4,104867.0,4,Automatic,Front,04,Left wheel,Black,4,47201
1058,TOYOTA,Highlander,9,Jeep,Yes,Hybrid,3.5,363059.0,6,Automatic,4x4,04,Left wheel,White,12,1490
0,TOYOTA,Prius,12,Hatchback,No,Hybrid,1.8,270400.0,4,Variator,Front,04,Left wheel,Black,8,13485
0,MERCEDES-BENZ,A 160,21,Hatchback,No,Petrol,1.6,1000.0,4,Tiptronic,Front,04,Left wheel,Silver,4,2850
308,TOYOTA,Prius,7,Hatchback,Yes,Hybrid,1.8,270410.0,4,Automatic,Front,04,Left wheel,White,12,941
0,LEXUS,IS 200,6,Sedan,Yes,Petrol,2.0,71000.0,4,Tiptronic,Rear,04,Left wheel,Black,12,54882
730,HYUNDAI,Elantra,5,Sedan,Yes,Petrol,1.6,72507.0,4,Automatic,Front,04,Left wheel,Black,4,20071
1091,HYUNDAI,H1,5,Universal,Yes,Diesel,2.5,79000.0,4,Automatic,Front,04,Left wheel,Black,4,47694
777,FORD,Fusion,7,Sedan,No,Petrol,2.5,118000.0,4,Tiptronic,Front,04,Left wheel,White,10,15681
353,LEXUS,CT 200h,6,Hatchback,Yes,Hybrid,1.8,0.0,4,Automatic,Front,04,Left wheel,Grey,0,31
0,BMW,128 M tech,8,Cabriolet,Yes,Petrol,3.0,67646.0,6,Manual,Front,04,Left wheel,Black,8,22423
0,TOYOTA,Ipsum,17,Minivan,No,CNG,2.4,250000.0,4,Automatic,Front,04,Right-hand drive,White,6,10349
584,HYUNDAI,Elantra,7,Sedan,Yes,Petrol,1.8,0.0,4,Automatic,Front,04,Left wheel,Grey,12,1254
687,HYUNDAI,Elantra,11,Sedan,Yes,Petrol,1.6,52418.0,4,Automatic,Front,04,Left wheel,White,4,18240
0,BMW,X5,17,Jeep,Yes,Petrol,4.8,250000.0,8,Tiptronic,4x4,04,Left wheel,Silver,8,20542
0,NISSAN,Tiida,16,Hatchback,Yes,Petrol,1.5,160000.0,4,Variator,Front,04,Right-hand drive,Silver,6,7840
834,TOYOTA,Tacoma,8,Jeep,Yes,Petrol,2.7,397915.0,4,Automatic,Rear,04,Left wheel,White,12,27284
779,TOYOTA,Camry,8,Sedan,Yes,Petrol,2.5,171258.0,4,Automatic,Front,04,Left wheel,Silver,12,4391
585,HYUNDAI,Elantra,8,Sedan,No,Petrol,1.8,160000.0,4,Tiptronic,Front,04,Left wheel,Silver,8,9095
0,TOYOTA,Prius,9,Sedan,No,Petrol,1.8,123200.0,4,Automatic,Front,04,Left wheel,Beige,6,21953
0,HYUNDAI,Grandeur,9,Sedan,Yes,Petrol,3.0,122000.0,6,Automatic,Front,04,Left wheel,White,12,32302
765,HYUNDAI,Sonata,6,Sedan,Yes,LPG,2.0,456867.0,4,Automatic,Front,04,Left wheel,Orange,4,9252
0,MERCEDES-BENZ,Vaneo,18,Minivan,Yes,Diesel,1.7,100000.0,4,Manual,Front,04,Left wheel,Silver,6,80
0,HONDA,FIT,13,Hatchback,No,Petrol,1.5,278000.0,4,Variator,Front,04,Right-hand drive,Blue,0,10976
1624,MERCEDES-BENZ,E 350,12,Sedan,Yes,Diesel,3.5,109139.0,6,Automatic,Rear,04,Left wheel,Black,12,5018
562,BUICK,Encore,6,Jeep,No,Petrol,1.4,85000.0,4,Tiptronic,Front,04,Left wheel,Black,10,28100
0,HYUNDAI,Sonata,10,Sedan,Yes,Petrol,2.0,27200.0,4,Automatic,Front,04,Left wheel,Black,6,15681
761,TOYOTA,Prius,11,Hatchback,Yes,Hybrid,1.8,163200.0,4,Automatic,Front,04,Left wheel,Brown,16,14897
1275,HYUNDAI,Sonata,2,Sedan,Yes,Petrol,2.4,29419.0,4,Automatic,Front,04,Left wheel,Blue,12,10976
1132,RENAULT,Megane,15,Universal,No,Diesel,1.5,163000.0,4,Manual,Front,04,Left wheel,White,6,10349
0,LEXUS,RX 300,19,Jeep,Yes,Petrol,3.0,201000.0,6,Automatic,4x4,04,Left wheel,Silver,8,11917
531,HYUNDAI,I30,9,Hatchback,Yes,Diesel,1.6,31593.0,4,Automatic,Front,04,Left wheel,White,4,14113
0,JEEP,Liberty,20,Jeep,Yes,LPG,3.7,137582.0,6,Automatic,4x4,04,Right-hand drive,Silver,6,11000
645,HYUNDAI,Elantra,10,Jeep,Yes,Petrol,1.8,308501.0,4,Automatic,Front,04,Left wheel,Blue,12,2195
781,TOYOTA,RAV 4,9,Jeep,Yes,Petrol,2.5,293029.0,4,Automatic,4x4,04,Left wheel,Black,12,1019
502,HONDA,FIT,8,Hatchback,Yes,Hybrid,1.5,122471.0,4,Automatic,Front,04,Left wheel,Blue,4,8590
0,HONDA,FIT HYBRYD,10,Hatchback,No,Hybrid,1.3,150000.0,4,Automatic,Front,04,Right-hand drive,White,2,11917
1750,LEXUS,RX 400,13,Jeep,Yes,Hybrid,3.3,182000.0,6,Automatic,4x4,04,Left wheel,Grey,10,20385
730,SSANGYONG,Actyon,5,Jeep,Yes,Petrol,1.6,49799.0,4,Automatic,Front,04,Left wheel,Blue,4,33538
446,HONDA,FIT,7,Universal,Yes,Petrol,1.3,30425.0,4,Automatic,Front,04,Left wheel,Blue,4,16292
501,TOYOTA,Aqua,7,Hatchback,Yes,Petrol,1.5,82000.0,4,Automatic,Front,04,Left wheel,Black,4,19306
0,BMW,328,23,Sedan,No,Petrol,2.8,123000.0,6,Manual,Rear,04,Left wheel,Blue,6,7527
690,FORD,Escape,5,Jeep,Yes,Petrol,1.5,108295.0,4,Automatic,Front,04,Left wheel,Black,10,19601
0,CHEVROLET,Volt,9,Sedan,Yes,Plug-in Hybrid,1.4,200000.0,4,Tiptronic,Front,04,Left wheel,Black,10,21953
530,NISSAN,Juke,8,Jeep,Yes,Petrol,1.6,110531.0,4,Automatic,4x4,04,Left wheel,Red,0,12231
0,TOYOTA,Ipsum,19,Minivan,No,LPG,2.4,162000.0,4,Automatic,Front,04,Right-hand drive,Silver,0,10349
0,FORD,Transit,24,Microbus,Yes,Diesel,2.5,280000.0,2,Manual,Rear,02,Left wheel,White,2,10036
0,MERCEDES-BENZ,Sprinter,19,Microbus,No,Diesel,2.7,305000.0,5,Manual,Rear,02,Left wheel,White,2,17249
1017,HYUNDAI,Sonata,4,Sedan,Yes,LPG,2.0,388986.0,4,Automatic,Front,04,Left wheel,Orange,4,13799
308,TOYOTA,Prius,7,Hatchback,No,Hybrid,1.8,145000.0,4,Automatic,Front,04,Left wheel,Grey,10,18817
0,MERCEDES-BENZ,C 230,18,Sedan,No,CNG,2.4,20000.0,6,Tiptronic,Rear,04,Right-hand drive,White,4,9722
0,MERCEDES-BENZ,CL 550,18,Coupe,Yes,Petrol,5.0,149000.0,8,Tiptronic,Rear,02,Left wheel,Silver,12,15524
777,HYUNDAI,H1,7,Minivan,Yes,Diesel,2.5,125445.0,4,Automatic,Front,04,Left wheel,Silver,4,34406
862,HYUNDAI,H1,10,Minivan,Yes,Diesel,2.5,53440.0,4,Automatic,Front,04,Left wheel,Silver,4,13768
1399,LEXUS,RX 450,11,Jeep,Yes,Hybrid,3.5,167222.0,6,Automatic,4x4,04,Left wheel,Black,12,5018
1327,SUBARU,Forester,3,Jeep,No,Petrol,2.5,80000.0,4,Automatic,4x4,04,Left wheel,Blue,12,30107
0,BMW,X3 3.5i,9,Jeep,Yes,Petrol,3.0,91000.0,6,Automatic,4x4,04,Left wheel,Golden,12,40769
0,JEEP,Grand Cherokee,19,Jeep,Yes,CNG,4.0,286400.0,6,Automatic,4x4,04,Left wheel,Black,8,9408
1327,TOYOTA,Camry,3,Jeep,Yes,Petrol,2.5,23333.0,4,Automatic,Front,04,Left wheel,Silver,12,549
639,HYUNDAI,Sonata,7,Sedan,Yes,LPG,2.0,264872.0,4,Automatic,Front,04,Left wheel,Silver,4,11604
1768,MERCEDES-BENZ,E 350,14,Sedan,Yes,Petrol,2.8,123000.0,6,Manual,Rear,04,Left wheel,White,8,18817
0,TOYOTA,Camry,14,Sedan,No,Hybrid,2.4,208800.0,4,Automatic,Front,04,Left wheel,Grey,12,14113
0,FORD,Transit,24,Microbus,No,Diesel,2.5,250000.0,6,Manual,Rear,02,Left wheel,White,1,8467
0,MERCEDES-BENZ,C 200,22,Sedan,No,Petrol,2.0,150000.0,4,Tiptronic,Rear,04,Left wheel,Silver,4,10976
639,HYUNDAI,Sonata,7,Sedan,Yes,LPG,2.0,268046.0,4,Automatic,Front,04,Left wheel,Silver,4,10036
0,MERCEDES-BENZ,E 350 AMG,11,Sedan,Yes,Diesel,3.0,155000.0,6,Tiptronic,Rear,04,Left wheel,Black,12,38574
0,HONDA,Civic,13,Sedan,No,Hybrid,1.3,2432000.0,4,Variator,Front,04,Left wheel,Grey,4,13172
0,HYUNDAI,Sonata,7,Sedan,No,Hybrid,2.4,480000.0,4,Tiptronic,Front,04,Left wheel,Grey,12,21953
891,MERCEDES-BENZ,C 300,5,Sedan,Yes,Petrol,2.0,81014.0,4,Automatic,Rear,04,Left wheel,White,12,470
738,CHEVROLET,Cruze,4,Hatchback,Yes,Petrol,1.4,46053.0,4,Automatic,Front,04,Left wheel,Red,12,470
0,TOYOTA,Estima,20,Minivan,No,CNG,3.0,200000.0,6,Automatic,4x4,04,Right-hand drive,White,4,8467
1079,TOYOTA,CHR,3,Jeep,No,Petrol,2.0,37214.0,4,Automatic,Front,04,Left wheel,Grey,10,36065
0,HYUNDAI,Sonata,7,Sedan,Yes,Hybrid,2.4,109000.0,4,Tiptronic,Front,04,Left wheel,Sky blue,10,23521
0,FORD,Transit,24,Microbus,No,Diesel,2.5,200000.0,4,Manual,Rear,04,Left wheel,White,2,10976
934,TOYOTA,RAV 4,6,Jeep,No,Petrol,2.5,73000.0,4,Automatic,4x4,04,Left wheel,Orange,0,16308
609,TOYOTA,Camry,3,Sedan,Yes,Hybrid,2.5,35058.0,4,Automatic,Front,04,Left wheel,White,12,18817
1384,MERCEDES-BENZ,GL 450,7,Jeep,Yes,Petrol,4.7,84000.0,8,Tiptronic,4x4,04,Left wheel,White,0,58018
1017,HYUNDAI,Sonata,4,Sedan,Yes,Petrol,2.0,43178.0,4,Automatic,Front,04,Left wheel,White,4,49751
640,SUZUKI,SX4,8,Sedan,Yes,Petrol,2.0,193504.0,4,Automatic,Front,04,Left wheel,Red,0,1411
0,TOYOTA,Aqua,9,Hatchback,No,Hybrid,1.5,120000.0,4,Automatic,Front,04,Right-hand drive,White,9,12858
765,HYUNDAI,Santa FE,6,Jeep,Yes,Diesel,2.0,93876.0,4,Automatic,Front,04,Left wheel,Blue,4,44542
1399,LEXUS,RX 450,11,Jeep,Yes,Hybrid,3.5,317470.0,6,Automatic,4x4,04,Left wheel,Grey,12,220
0,MERCEDES-BENZ,R 350,10,Jeep,Yes,Diesel,3.0,162000.0,6,Tiptronic,4x4,04,Left wheel,Black,12,37633
0,MERCEDES-BENZ,C 200,26,Sedan,No,Petrol,2.0,1000.0,4,Manual,Rear,04,Left wheel,Sky blue,3,5300
707,HYUNDAI,Genesis,10,Coupe,Yes,Petrol,2.0,153651.0,4,Automatic,Front,04,Left wheel,Red,4,19369
0,TOYOTA,Prius,13,Hatchback,No,Hybrid,1.8,164000.0,4,Automatic,Front,04,Left wheel,Silver,4,45
765,HYUNDAI,Sonata,6,Sedan,Yes,LPG,2.0,39878.0,4,Automatic,Front,04,Left wheel,Black,4,15994
530,HYUNDAI,Veloster,8,Coupe,Yes,Petrol,1.6,135000.0,4,Tiptronic,Front,02,Left wheel,Black,12,15367
642,SSANGYONG,Korando,9,Jeep,Yes,Diesel,2.0,143265.0,4,Automatic,Front,04,Left wheel,Black,4,21357
1017,HYUNDAI,Elantra,4,Sedan,Yes,Petrol,2.0,17013.0,4,Automatic,Front,04,Left wheel,Grey,4,51523
0,TOYOTA,Aqua,8,Hatchback,No,Hybrid,1.5,100000.0,4,Variator,Front,04,Right-hand drive,White,6,14113
765,HYUNDAI,Sonata,6,Sedan,Yes,LPG,2.0,318677.0,4,Automatic,Front,04,Left wheel,Silver,4,15053
1885,BMW,X5,11,Jeep,Yes,Petrol,4.8,268565.0,8,Automatic,4x4,04,Left wheel,Grey,12,941
687,DAEWOO,Lacetti,11,Sedan,Yes,Petrol,1.6,69111.0,4,Automatic,Front,04,Left wheel,Black,4,7527
